precision,recall,f1,iou
0.01411198838370088,0.14305427782888686,0.025689740624483728,0.013012007865779674
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.9978559176672385,0.10858102748355186,0.19585069225266172,0.10855570069042732
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.5037861915367483,0.49482280880851687,0.4992642731018246,0.33267967447789
0.55078125,0.033833233353329335,0.06375042387249916,0.0329246935201401
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.9611857538920878,0.28075749081168627,0.4345771863851123,0.27761010163227595
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
1.0,0.0005141388174807198,0.001027749229188078,0.0005141388174807198
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
